Name,URI,Artist,Release Year,Genre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature
MY EYES,spotify:track:4kjI1gwQZRKNDkw1nI475M,Travis Scott,2023,"rap, slap house",0.455,0.621,0,-7.694,0,0.0517,0.651,2.59e-06,0.123,0.28,119.043,251250,4
No More Love Songs,spotify:track:7dPxC7mt8XyB4eGasb2ZeO,Skeete,2022,nottingham hip hop,0.693,0.542,8,-5.458,1,0.399,0.433,1.36e-05,0.0828,0.688,92.09,151304,4
How Much Is Weed?,spotify:track:44KWbTVZev3SWdv1t5UoYE,Dominic Fike,2023,"alternative pop rock, pov: indie",0.691,0.813,1,-4.49,1,0.0393,0.201,0.132,0.128,0.537,154.122,125055,4
Sunburn,spotify:track:2Z90fzU2ZlMaUEgA2rhJxr,Dominic Fike,2023,"alternative pop rock, pov: indie",0.652,0.67,0,-8.109,1,0.21,0.344,0.00019,0.311,0.654,93.775,179152,4
SIRENS,spotify:track:7LSpFCvRZZot2AlmkUzy9k,Travis Scott,2023,"rap, slap house",0.588,0.88,9,-6.117,0,0.0747,0.0976,0.000167,0.767,0.242,96.003,204447,3
TELEKINESIS (feat. SZA & Future),spotify:track:1i9lZvlaDdWDPyXEE95aiq,Travis Scott,2023,"rap, slap house",0.458,0.535,5,-4.854,0,0.0281,0.575,0,0.168,0.216,82.826,353755,4
Lilac Moon,spotify:track:6GQIWgzg7x8UYeBzJckG6W,Paco Versailles,2021,Unknown,0.631,0.815,0,-8.881,1,0.0419,0.00821,0.583,0.0719,0.849,120.002,232021,4
Sunrise,spotify:track:0JtgoDDf0ggWaoXCGhcOoT,Morgan Wallen,2023,contemporary country,0.614,0.773,2,-5.053,0,0.03,0.27,1.45e-06,0.0778,0.404,139.974,182522,4
The Way You Move (feat. Sleepy Brown),spotify:track:5z7mYFfhw6N6f23VwrokJD,Outkast,2003,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,234000,4
August,spotify:track:0elCmyfISzkP5tAYTVuYjS,flipturn,2018,"jacksonville indie, pov: indie",0.45,0.602,6,-4.301,1,0.0273,0.0892,0.00625,0.107,0.16,172.161,261734,4
One Thing Right,spotify:track:4hPpVbbakQNv8YTHYaOJP4,Marshmello,2019,"brostep, edm, pop, progressive electro house",0.659,0.625,4,-2.253,1,0.045,0.0644,0,0.582,0.442,88.042,181824,4
In Case You Didn't Know,spotify:track:10M2Ex445zw585Ducldzkw,Brett Young,2017,"contemporary country, country, country road, modern country rock",0.607,0.536,10,-7.306,1,0.0302,0.386,0,0.102,0.436,147.992,224853,4
Won't Go Home Without You,spotify:track:0tuyEYTaqLxE41yGHSsXjy,Maroon 5,2007,pop,0.738,0.614,3,-3.761,1,0.0318,0.0151,0,0.104,0.413,110.021,231173,4
"Icytwat X Ethereal Type Beat ""Stars""",spotify:track:0Hw2fNsLWi4RGZifUpMJZI,Bvtter,2020,Unknown,0.358,0.454,1,-6.693,1,0.0625,0.0504,0.277,0.456,0.141,84.699,196571,5
Stars Align (with Drake),spotify:track:5hTl2uxJGd1sbLtovguuuk,Majid Jordan,2021,"canadian contemporary r&b, canadian hip hop",0.763,0.667,2,-6.285,1,0.085,0.021,2.4e-05,0.0715,0.75,95.864,260520,4
Makes Me Wonder,spotify:track:1lHXlGlve5Zx8tXLhyjDwM,Maroon 5,2007,pop,0.803,0.852,7,-2.429,1,0.0357,0.00484,0.000331,0.0576,0.878,113.998,211080,4
SAY IT RIGHT - Hardstyle,spotify:track:4MFW8fi63GtwUNkLE06qH7,BAKI,2022,gym hardstyle,0.565,0.837,9,-3.029,0,0.0401,0.0767,0.000172,0.169,0.762,147.996,150793,4
Duvet,spotify:track:42qNWdLKCI41S4uzfamhFM,bôa,2010,pov: indie,0.583,0.888,11,-9.414,0,0.0349,0.191,4.58e-05,0.0936,0.706,93.206,203600,4
Boy's a liar Pt. 2,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,PinkPantheress,2023,bedroom pop,0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,131013,4
Ladyfingers,spotify:track:7ubd6wvhN4TKMwQUy6hR69,Herb Alpert & The Tijuana Brass,1965,"easy listening, lounge",0.347,0.299,3,-14.462,1,0.0401,0.979,0.93,0.178,0.556,86.15,164547,4
MAN ON THE MOON,spotify:track:3UdquFlgsSBKueNRHgjOiG,BROCKHAMPTON,2022,"boy band, rap",0.736,0.737,7,-7.726,1,0.0437,0.0732,0.631,0.109,0.534,145.006,240600,4
Oh U Went (feat. Drake),spotify:track:7qLr3HMApUbyDkUvgIvHnB,Young Thug,2023,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",0.808,0.789,7,-5.88,0,0.236,0.0517,0,0.0819,0.465,136.01,185333,4
Let The Light In (feat. Father John Misty),spotify:track:4qG7hWhljsqqENL5PaLA2z,Lana Del Rey,2023,"art pop, pop",0.335,0.44,9,-9.748,1,0.0275,0.385,0.00251,0.115,0.198,132.449,278126,4
Because Of You,spotify:track:6CFPFnS9EcLs2I0nWqtWci,Ne-Yo,2007,"dance pop, pop, r&b, urban contemporary",0.81,0.538,0,-5.783,0,0.0357,0.53,0,0.0951,0.832,109.97,266840,4
Mónaco,spotify:track:3HgvO4B5LLmdPOT2d8cSZd,LAGOS,2021,pop venezolano,0.699,0.654,11,-6.264,1,0.0383,0.054,7.08e-06,0.095,0.319,100.037,192313,4
Don't You Remember,spotify:track:4RyjMERDcCJHTkFpXzgUw4,Adele,2011,"british soul, pop, pop soul, uk pop",0.644,0.4,3,-5.713,1,0.0304,0.214,0,0.0866,0.227,115.025,243200,4
Charmander,spotify:track:4Aocy7YAyOYf5YHj18Vfj3,Aminé,2021,"pop rap, portland hip hop, rap, underground hip hop",0.708,0.552,10,-7.101,1,0.0714,0.542,0.00377,0.175,0.596,87.195,131884,4
"Givin’ Up (Not The One) (Don Toliver & 21 Savage, 2 Chainz)",spotify:track:0KoBrntyQ2x6Y1eZwgGe5P,Don Toliver,2023,"pop rap, rap",0.699,0.585,2,-6.929,1,0.0587,0.0198,0,0.161,0.285,109.066,234693,4
La Corriente,spotify:track:1797zYiX4cKosMH836X9Gt,Bad Bunny,2022,"reggaeton, trap latino, urbano latino",0.663,0.786,11,-3.51,0,0.195,0.229,0,0.219,0.579,196.12,198367,4
Language,spotify:track:4RnvS1tmh1ERhjXX6dxv95,Paperboy Fabe,2017,Unknown,0.62,0.721,4,-5.538,0,0.0887,0.0422,0.0075,0.563,0.77,169.904,150361,4
TYPE TIME,spotify:track:56nmFFVNAVuElZkFTopkoK,Biking With Francis,2023,Unknown,0.75,0.442,0,-6.017,1,0.0287,0.169,0,0.105,0.531,92.793,212000,4
is ur love real?,spotify:track:6wvnZR2MAYhmhdvjKftn7T,Dswade808,2022,Unknown,0.834,0.551,7,-8.997,0,0.106,0.736,0.569,0.122,0.632,122.992,159060,4
Werewolf (feat. Bring Me The Horizon),spotify:track:3ySqZ8yGoh4Emi9HiPCCdP,Lil Uzi Vert,2023,"hip hop, melodic rap, philly rap, rage rap, rap, trap",0.389,0.962,2,-4.772,0,0.248,5.98e-05,0.623,0.331,0.155,183.049,239864,4
Y U DON'T LOVE ME? (MISS AMERIKKKA),spotify:track:6KYVWcOQWm7JrlsPMkrkNi,Joey Bada$$,2017,"conscious hip hop, hip hop, rap",0.693,0.703,2,-6.36,0,0.0667,0.598,0,0.523,0.224,112.943,199080,4
Kompany,spotify:track:3c92PetFi2et11Yz5NikgP,monte booker,2017,"indie hip hop, viral rap",0.781,0.512,11,-7.661,0,0.201,0.271,2.34e-06,0.277,0.704,139.011,209869,4
Sprinter,spotify:track:2FDTHlrBguDzQkp7PVj16Q,Dave,2023,uk hip hop,0.918,0.681,1,-4.705,1,0.201,0.263,0,0.0615,0.706,139.057,229133,4
Cold (feat. Future),spotify:track:7gwLQ4tZ5UdZ7qNcDyJ8wr,Maroon 5,2018,pop,0.692,0.717,9,-6.346,0,0.107,0.138,0,0.0464,0.412,99.838,234308,4
Tucson Too Late,spotify:track:2hNQDbZcN3vqRAuwiz7poI,Jordan Davis,2023,contemporary country,0.661,0.707,7,-7.19,1,0.0285,0.628,1.85e-06,0.0852,0.385,105.917,172853,4
PLAIN JANE,spotify:track:0ibfcFmGtwTPScXJY7USAE,ARDN,2023,alberta hip hop,0.722,0.717,8,-6.282,0,0.0384,0.298,0.0144,0.38,0.831,113.09,127434,4
LOST,spotify:track:0HXvlrFPIQe8iAM4TDyWls,YUP!,2021,Unknown,0.757,0.41,3,-12.715,0,0.147,0.876,0.00023,0.134,0.364,90.99,167137,4
Crystal,spotify:track:4tnfMXmuygay4cjljAtFZz,Piero Umiliani,1999,vintage italian soundtrack,0.391,0.188,1,-20.356,1,0.0321,0.88,0.884,0.202,0.329,140.093,120412,4
I Heard a Sigh,spotify:track:4O4RFEWff8GeQwypae0ibM,Cortex,2006,spytrack,0.769,0.495,2,-10.83,0,0.0563,0.556,0.000475,0.0763,0.751,89.547,209760,4
What's Up?,spotify:track:0jWgAnTrNZmOGmqgvHhZEm,4 Non Blondes,1992,"new wave pop, pop rock",0.565,0.564,2,-10.044,1,0.0292,0.161,0,0.114,0.454,134.358,295533,4
I Knew You Were Trouble.,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,Taylor Swift,2012,pop,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,217973,4
CS,spotify:track:6wYGL3Qelrac1WxX70JWOa,Lil Uzi Vert,2023,"hip hop, melodic rap, philly rap, rage rap, rap, trap",0.418,0.758,3,-5.914,1,0.0407,0.000174,0.00107,0.13,0.202,127.907,212041,4
Brazilian Rhyme,spotify:track:21AnCQUMUBi2YzgHR4wU1M,"Earth, Wind & Fire",2002,"disco, funk, jazz funk, motown, soul",0.588,0.966,7,-6.864,1,0.0531,0.0984,0.0106,0.973,0.678,120.672,129640,4
Nothing Lasts Forever,spotify:track:6zaKzSQwWtxqAvBvoubEWo,Maroon 5,2007,pop,0.595,0.764,4,-4.631,0,0.0304,0.345,0,0.0855,0.557,95.965,187920,4
Fastlove - Promo Edit,spotify:track:5liZhBpwJCzoeK2dgdgsQ0,George Michael,2022,new wave pop,0.75,0.694,10,-6.921,0,0.0659,0.0245,0.00202,0.313,0.716,104.448,284578,4
Can't Take My Eyes Off You,spotify:track:7oHymG8r14Iv9zn5hFTNax,Engelbert Humperdinck,1968,adult standards,0.538,0.536,3,-10.36,1,0.036,0.473,0,0.18,0.54,119.31,221373,4
Summer Breeze,spotify:track:01UYpHuzHi4eB9PAbDoPY2,Seals and Crofts,1977,"album rock, classic rock, folk rock, mellow gold, singer-songwriter, soft rock, yacht rock",0.49,0.581,5,-6.566,1,0.0387,0.553,0.0177,0.0764,0.318,88.719,205480,4
Still the One,spotify:track:2dtK02TSAuTvVYU2wGAVG0,Orleans,1976,"soft rock, yacht rock",0.565,0.615,4,-10.793,1,0.0384,0.0487,1.93e-06,0.16,0.591,143.928,234040,4
It Ain't Over 'Til It's Over,spotify:track:6VnpKLtfNH4Dk09YSGPSyR,Lenny Kravitz,1991,"permanent wave, rock",0.679,0.568,6,-10.74,1,0.0423,0.422,0.00928,0.322,0.93,159.69,242640,4
Fantasy,spotify:track:0Eq4BMgsdV6DkLSJfX8eBt,"Earth, Wind & Fire",1978,"disco, funk, jazz funk, motown, soul",0.666,0.714,4,-9.448,0,0.0617,0.291,0.0212,0.128,0.69,89.018,226213,4
Show Me The Way,spotify:track:6BD1X1PeV5UzYUdiVaD2yL,Peter Frampton,1975,"album rock, british blues, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock, southern rock",0.7,0.726,2,-7.717,1,0.0329,0.434,1.1e-06,0.0963,0.641,130.109,243267,4
I'd Really Love to See You Tonight,spotify:track:2r008pcfVYc0zgQvSRqUJE,England Dan & John Ford Coley,1976,"mellow gold, soft rock",0.62,0.556,5,-12.044,1,0.0336,0.184,0,0.301,0.592,119.172,159107,4
Photo ID (with Dominic Fike),spotify:track:1F35Dmog9pekyCVnH1eQpl,Remi Wolf,2021,"indie pop, modern alternative pop",0.75,0.829,1,-4.942,1,0.0915,0.21,0,0.279,0.87,115.894,209971,4
The Power Of Love,spotify:track:2olVm1lHicpveMAo4AUDRB,Huey Lewis & The News,2006,"album rock, classic rock, hard rock, mellow gold, new romantic, new wave pop, rock, singer-songwriter, soft rock",0.768,0.828,5,-5.109,1,0.0313,0.0964,2.85e-05,0.097,0.961,118.777,234333,4
If This Is It,spotify:track:2pAdtQuiEVGr7nOXGiv7t4,Huey Lewis & The News,1983,"album rock, classic rock, hard rock, mellow gold, new romantic, new wave pop, rock, singer-songwriter, soft rock",0.349,0.667,7,-7.407,1,0.0329,0.208,1.5e-06,0.317,0.84,147.414,233160,3
Lavender Haze,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,2022,pop,0.735,0.449,7,-10.56,0,0.0883,0.23,0.00126,0.132,0.0955,97.05,202396,4
Acapulco,spotify:track:3eJH2nAjvNXdmPfBkALiPZ,Jason Derulo,2021,"dance pop, pop",0.774,0.792,10,-4.021,1,0.0523,0.051,0,0.155,0.507,122.062,139672,4
Like A Prayer,spotify:track:319J2YqAVDmQXpUJGCxDkv,Madism,2021,tropical house,0.67,0.848,4,-4.437,1,0.0501,0.0134,9.85e-06,0.332,0.373,124.019,183992,4
Believe,spotify:track:4w4vhxcqJ6TVdUkL5WZC2J,Masove,2021,covertronica,0.48,0.698,6,-6.356,1,0.0623,0.0165,7.47e-05,0.0647,0.536,120.944,149078,4
Price Tag,spotify:track:5mvKuE9Lf9ARVXVXA32kK9,Jessie J,2011,"dance pop, pop",0.637,0.832,5,-3.945,1,0.183,0.0282,3.47e-06,0.277,0.68,175.011,223053,4
The Heart Part 5,spotify:track:5MMW4CZsZiZt2iuqAXzzWC,Kendrick Lamar,2022,"conscious hip hop, hip hop, rap, west coast rap",0.7,0.812,1,-8.128,0,0.297,0.183,0,0.0756,0.801,97.405,332229,4
Everybody Knows (feat. Sofia Gayoso),spotify:track:3pSr5gzGvfHCJV8FshM9ze,JØRD,2021,brazilian edm,0.877,0.846,7,-5.952,1,0.0796,0.0113,0.256,0.0894,0.792,127.006,155906,4
HiiiPower,spotify:track:4WEuEfFiczWxblHyuucSBL,Kendrick Lamar,2011,"conscious hip hop, hip hop, rap, west coast rap",0.695,0.827,6,-5.742,0,0.282,0.179,0,0.283,0.538,81.024,279855,4
Back To December,spotify:track:7lxADouiWFkwR7ZV2GKUcH,Taylor Swift,2010,pop,0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.334,0.286,141.893,293027,4
I'm Geekin,spotify:track:4jQF77FelHaw2u1CB0sIfp,DDG,2023,"pop rap, trap",0.839,0.544,9,-6.651,1,0.252,0.344,0,0.139,0.332,113.032,101947,4
Charm,spotify:track:1iBWjQ9af9NnUd5xnQDB3k,Rema,2023,"afrobeats, nigerian pop",0.762,0.663,4,-6.958,0,0.037,0.569,0,0.0959,0.542,96.046,204750,4
Enchanted (Taylor's Version),spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,2023,pop,0.52,0.553,8,-3.546,1,0.0269,0.016,0,0.165,0.227,81.949,353253,4
With Me,spotify:track:6AIte2Iej1QKlaofpjCzW1,dvsn,2016,"canadian contemporary r&b, r&b",0.771,0.466,0,-8.651,1,0.0308,0.0314,0.000761,0.31,0.245,110.011,419500,4
Special Eyes,spotify:track:1OklZefA3QDQIocxzTbpRQ,Xavier Omär,2016,alternative r&b,0.658,0.539,8,-6.831,1,0.0546,0.347,0.000404,0.194,0.455,110.982,198573,4
Roses,spotify:track:3SwhPTNNU5hpF33bbCsji6,BJ The Chicago Kid,2017,"alternative r&b, chicago rap",0.688,0.611,0,-7.213,0,0.0809,0.337,0,0.112,0.212,109.962,181144,4
Love Sosa,spotify:track:01Lr5YepbgjXAWR9iOEyH1,Chief Keef,2012,"chicago bop, chicago drill, chicago rap, drill, hip hop, rap, trap",0.772,0.413,0,-8.194,0,0.0891,0.0361,0,0.111,0.211,131.964,246213,4
Double Fantasy (with Future),spotify:track:11VrJD8qYi3S0nPSVugSec,The Weeknd,2023,"canadian contemporary r&b, canadian pop, pop",0.597,0.577,9,-7.295,0,0.0337,0.00804,2.34e-06,0.34,0.093,119.036,268235,4
Dollhouse (with Lily Rose Depp),spotify:track:5HUQPQ9E1a4er4UhB8C7Rc,The Weeknd,2023,"canadian contemporary r&b, canadian pop, pop",0.386,0.55,7,-8.939,0,0.0329,0.00156,0.000488,0.4,0.0384,96.927,239784,4
MOJABI GHOST,spotify:track:4eMKD8MRroxCqugpsxCCNb,Tainy,2023,"pop reggaeton, reggaeton, trap latino, urbano latino",0.782,0.787,9,-2.533,1,0.0334,0.0125,5.97e-05,0.112,0.533,122.021,232131,4
Ayonha,spotify:track:5HCTbcF18u5DcYNwEWWf3n,Hamid Al Shaeri,2022,"arab groove, belly dance, libyan pop",0.685,0.672,9,-8.654,1,0.0291,0.45,0.000645,0.12,0.668,122.912,219625,4
Penguins,spotify:track:26v2Gf4Af7Fav0jTQluetL,Young Dolph,2021,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",0.877,0.648,1,-6.297,1,0.066,0.315,0,0.0767,0.59,150.012,238013,4
Sunroof,spotify:track:4h4QlmocP3IuwYEj2j14p8,Nicky Youre,2021,singer-songwriter pop,0.768,0.714,10,-5.11,1,0.0401,0.352,0,0.15,0.842,131.443,163026,4
Ascension,spotify:track:19CkkPInDRDIOlqfrz1mVn,Mac Miller,2015,"hip hop, pittsburgh rap, rap",0.756,0.523,8,-6.321,1,0.141,0.346,0,0.191,0.34,120.025,292467,4
Choosy (feat. Jeremih & Davido),spotify:track:2XaPHwIy6L7WaUFJqMhc8n,Fabolous,2019,"gangster rap, hip hop, pop rap, rap, trap, urban contemporary",0.731,0.614,7,-6.916,0,0.0985,0.101,0,0.0885,0.483,106.874,213373,4
Can’t Tell It All (Remix),spotify:track:72rOmShtkTBhVWVnFgX5Mq,Hulvey,2021,Unknown,0.839,0.515,2,-8.004,1,0.272,0.279,0.000249,0.138,0.364,127.964,191644,4
Forecast,spotify:track:19LhyeusZDLuMytgMRch6D,tobi lou,2023,"chicago rap, indie hip hop, indie r&b",0.587,0.611,5,-6.937,1,0.137,0.422,0,0.671,0.371,142.813,201399,4
How Long Have You Been Away?,spotify:track:5H7NVUGfw8fstj1LWJ0wXo,kryptogram,2021,ukg revival,0.806,0.753,11,-6.247,0,0.0534,0.031,0.5,0.0545,0.846,122.99,208570,4
solo (i roll),spotify:track:5rmUZ93hcR7wEm48xTd8dV,Flowervillain,2021,experimental hip hop,0.661,0.358,3,-13.443,1,0.117,0.83,0.00112,0.263,0.664,124.92,278880,4
The Time Is Now,spotify:track:4sjjV02cN3nDOIZPJabEgM,John Cena,2005,wrestling,0.594,0.895,8,-7.969,1,0.231,0.0379,1.06e-06,0.259,0.407,174.148,177293,4
Putin Do Be Walkin',spotify:track:3vMPtsw4YRZ99jLFR7g1no,TooMuchSlop,2020,Unknown,0.773,0.731,1,-7.994,1,0.124,0.104,0.723,0.299,0.509,160.035,60524,4
Funny,spotify:track:4FYbo4yQzu3hGkj2Ix4ucW,Zedd,2020,"complextro, edm, german techno, pop, pop dance",0.664,0.66,5,-4.646,1,0.0243,0.512,0,0.26,0.355,99.946,221466,4
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",spotify:track:39MK3d3fonIP8Mz9oHCTBB,Metro Boomin,2023,rap,0.591,0.5,11,-6.206,0,0.0529,0.22,0,0.175,0.201,145.819,231747,4
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",spotify:track:5rurggqwwudn9clMdcchxT,Metro Boomin,2023,rap,0.636,0.537,0,-7.902,1,0.0817,0.481,0,0.113,0.199,140.133,219453,4
Music Sounds Better With You - Radio Edit,spotify:track:1mv4lh1rW1K6xhxhJmEezy,Stardust,1998,filter house,0.729,0.662,5,-7.191,0,0.337,0.00128,0.208,0.305,0.359,124.149,260907,4
The Bomb! (These Sound Fall into My Mind) - Radio Edit,spotify:track:4OIMUs3KgUh77mjzJ8I5f9,The Bucketheads,1995,"classic house, disco house, vocal house",0.781,0.881,9,-3.804,0,0.0423,0.0119,0.389,0.0797,0.868,125.935,203827,4
"Ring Ring (feat. Travis Scott, Don Toliver, Quavo & Ty Dolla $ign)",spotify:track:7pFzbZz89oXVsRxhUvO7q2,CHASE B,2023,trap,0.717,0.695,1,-6.209,0,0.0359,0.0288,0,0.131,0.364,140.039,186833,4
Curiosità,spotify:track:17tJb1wHHddKSf0tBl3bcn,Giuliano Sorgini,1980,"italian library music, vintage italian soundtrack",0.685,0.686,10,-10.965,0,0.0926,0.605,0.82,0.0885,0.71,93.456,139493,4
Don't Go Away - Remastered,spotify:track:1Z5Uc9jMuuVQxtRZTforfX,Oasis,1997,"beatlesque, britpop, madchester, permanent wave, rock",0.396,0.831,0,-4.913,1,0.0359,0.0382,9.62e-05,0.0721,0.18,81.175,288667,4
Open Arms,spotify:track:2w4EpqGasrz9qdTwocx54t,Journey,1981,"album rock, classic rock, hard rock, mellow gold, rock, soft rock",0.405,0.21,2,-13.214,1,0.0279,0.584,0,0.139,0.174,100.577,202173,3
Bad Connection,spotify:track:7qm39Th9B9CSve2JwEAqli,Jaden,2020,"pop rap, rap",0.72,0.742,1,-8.913,1,0.239,0.416,0.000396,0.238,0.779,160.089,104493,4
Summer Too Hot,spotify:track:7g6FlLHxbVqMi1s7S8tDTp,Chris Brown,2023,"r&b, rap",0.681,0.71,11,-6.643,0,0.0574,0.155,3.02e-05,0.367,0.254,89.957,188505,4
And the Beat Goes On,spotify:track:7oQ1wkBmYSBEC2x7U08dvn,The Whispers,1993,"classic soul, disco, funk, new jack swing, post-disco, quiet storm, soul, urban contemporary",0.793,0.643,11,-7.345,0,0.106,0.134,0.00246,0.0361,0.963,114.894,454253,4
Super Freaky Girl,spotify:track:2yjlYDiNiQkdxVqTlaSrlX,Nicki Minaj,2022,"hip pop, pop, queens hip hop, rap",0.951,0.878,2,-2.565,1,0.211,0.0509,1.61e-05,0.321,0.923,133.014,170977,4
Super Freak,spotify:track:2dCmGcEOQrMQhMMS8Vj7Ca,Rick James,1981,"disco, funk, motown, p funk, quiet storm, soul, synth funk",0.838,0.794,9,-8.245,0,0.0531,0.22,0,0.0575,0.962,132.446,205467,4
"December, 1963 (Oh What a Night!)",spotify:track:1hQFF33xi8ruavZNyovtUN,Frankie Valli & The Four Seasons,1975,"adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly",0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197147,4
Rasputin,spotify:track:5lWSa1rmuSL6OBPOnkAqoa,Boney M.,1994,europop,0.69,0.752,6,-11.47,0,0.0455,0.463,0.00102,0.595,0.97,126.005,220667,4
People in the Front Row,spotify:track:1w8yvQdpAjw6wL2zD6HIOW,Melanie,1971,"folk, persian pop",0.588,0.487,0,-6.815,1,0.105,0.616,0,0.172,0.401,85.123,152107,4
Need 2,spotify:track:3kQfBtkQqgN1fAMfhks8TU,Pinegrove,2015,"countrygaze, new jersey indie, small room",0.552,0.634,1,-8.302,0,0.0261,0.00994,0.202,0.0798,0.213,76.557,191797,4
Float On - Single Version,spotify:track:4kxDa9niTJIyh89afKjpCR,The Floaters,1996,classic soul,0.59,0.718,7,-8.536,1,0.0275,0.255,5.86e-06,0.111,0.868,96.552,255173,4
Planisphere Part. IV,spotify:track:4lsyKsrXk5X6PrpWWsoaZa,Justice,2022,"alternative dance, dance-punk, electronica, filter house, indietronica, neo-synthpop, new rave",0.485,0.685,10,-11.241,0,0.075,0.000722,0.881,0.442,0.153,110.055,267333,4
Denver,spotify:track:5r30gHLxvhp60XMc5TIIMh,Jack Harlow,2023,"deep underground hip hop, kentucky hip hop, pop rap, rap",0.711,0.775,3,-7.078,1,0.0773,0.268,0,0.0622,0.919,175.016,158238,4
We Like To Party! (The Vengabus),spotify:track:73ljrkSg4A0q3ByU0Cu7mw,Vengaboys,1999,"bubblegum dance, eurodance, europop",0.785,0.931,8,-4.813,1,0.0465,0.0148,0.637,0.0459,0.969,135.986,222459,4
Party in My Head,spotify:track:4nyeandyhL9LaRvtJWQ97s,PLS&TY,2023,Unknown,0.604,0.939,5,-5.259,0,0.0376,0.00032,0.00812,0.697,0.51,124.968,225600,4
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),spotify:track:5xP9lQYA8YQmQh6BOxcAnR,The Weeknd,2023,"canadian contemporary r&b, canadian pop, pop",0.854,0.674,1,-6.23,1,0.184,0.0517,8.53e-05,0.509,0.848,99.022,215467,4
Otro Atardecer,spotify:track:0E0DRHf5PfMeor0ZCwB3oT,Bad Bunny,2022,"reggaeton, trap latino, urbano latino",0.777,0.595,2,-6.79,1,0.0375,0.59,0.00139,0.0669,0.546,108.02,244444,4
Die For You (with Ariana Grande) - Remix,spotify:track:4W4fNrZYkobj539TOWsLO2,The Weeknd,2023,"canadian contemporary r&b, canadian pop, pop",0.568,0.485,1,-7.635,0,0.0582,0.276,0,0.323,0.517,66.961,232857,4
More Than You Know,spotify:track:6h5PAsRni4IRlxWr6uDPTP,Axwell /\ Ingrosso,2017,"edm, pop dance, progressive electro house",0.646,0.741,5,-4.973,0,0.034,0.0275,0,0.312,0.571,123.077,203000,4
Fantasy,spotify:track:6xkryXuiZU360Lngd4sx13,Mariah Carey,1995,"dance pop, pop, urban contemporary",0.669,0.727,7,-7.588,1,0.0353,0.139,0,0.123,0.807,102.322,243493,4
Beef,spotify:track:47Obor5zpUwTRLEQIX9woV,Ethereal,2015,underground hip hop,0.781,0.752,11,-5.511,0,0.281,0.188,0,0.265,0.774,117.091,213360,4
Doja,spotify:track:3LtpKP5abr2qqjunvjlX5i,Central Cee,2022,"melodic drill, r&drill",0.911,0.573,6,-7.43,1,0.288,0.38,0,0.403,0.972,140.04,97393,4
Let Me Blow Ya Mind,spotify:track:3RmKpob8xzv1pzHEQrMJah,Eve,2001,"contemporary r&b, dance pop, hip pop, philly rap, r&b, urban contemporary",0.908,0.557,8,-4.243,0,0.107,0.242,0,0.0709,0.897,90.032,230133,4
"Soweto (with Don Toliver, Rema & Tempoe)",spotify:track:25Kyv5SeEenT0EETpP2hYn,Victony,2023,"afrobeats, nigerian pop",0.719,0.756,5,-5.392,0,0.0761,0.0541,0,0.109,0.647,105.024,219500,4
Me On Whiskey,spotify:track:6RhqlFP8FOZLZ4GWqokALY,Morgan Wallen,2021,contemporary country,0.57,0.657,11,-4.571,1,0.0262,0.431,0,0.0777,0.721,142.031,210373,4
Heartless (feat. Morgan Wallen),spotify:track:3FU6urUVsgXa6RBuV2PdRk,Diplo,2020,"dance pop, edm, electro house, moombahton, pop dance",0.765,0.556,11,-6.417,1,0.0512,0.275,0,0.0824,0.274,111.033,169227,4
Sad in the Summer (feat. Lily Rose),spotify:track:29Zod043iIX27WBv0duEDn,Diplo,2023,"dance pop, edm, electro house, moombahton, pop dance",0.65,0.793,7,-5.608,0,0.0319,0.00706,0.000762,0.108,0.298,114.076,201002,4
The Last Goodbye,spotify:track:4XeIiGpUBshIfs9yrBDVZC,ODESZA,2022,"chillwave, edm, indietronica",0.662,0.918,9,-2.71,1,0.0765,0.00747,0.00219,0.125,0.143,114.978,358983,4
